"feature","variable","level","estimate","std.error","p.value","q.value","method"
"fosA7","HTA_PRE_ECLAM","Yes",0.0447954711199889,0.0144401079503288,0.00192116526459967,0.0296199910415493,"CPLM"
"fosB","OUT_GROUP","C",0.0456091507027825,0.0147381695384172,0.00197059948126473,0.0300023771022555,"CPLM"
"cfxA","OUT_GROUP","C",0.0540669682931466,0.0175217830565286,0.0020307350987951,0.0301638457357613,"CPLM"
"qnrD1","OUT_GROUP","D",0.00430774085267943,0.00139490948997684,0.00201381950108257,0.0301638457357613,"CPLM"
"tet.M.","PAT_AGE","PAT_AGE",-0.0310973016545943,0.0101370639979716,0.00215725131645284,0.0316570132944526,"CPLM"
"cfxA4","CERCLAGE","Yes",0.017420162962814,0.00573735061654036,0.00239522361134998,0.0347307423645747,"CPLM"
"cat.pC221.","IMC","IMC",0.00864087114945542,0.00286085034348308,0.00252453066281585,0.0361750393801142,"CPLM"
"NarB","OUT_GROUP","D",-0.00441706882663893,0.00148549928218141,0.00294465282961566,0.03900418482359,"CPLM"
"aac.6...Ib.cr","RCIU","Yes",0.0140855228769552,0.00474788062559241,0.00301017518342977,0.03900418482359,"CPLM"
"blaTEM.1B","OUT_GROUP","D",0.0706712915193683,0.023690296051724,0.00285314469935565,0.03900418482359,"CPLM"
"blaTEM.1B","OUT_GROUP","C",0.0687687817256098,0.0230866441313002,0.00289449705860359,0.03900418482359,"CPLM"
"blaTEM.1B","BIL_INC_ATB","Yes",0.0562945456331517,0.0189569860417727,0.00298193891868223,0.03900418482359,"CPLM"
"cfxA2","HTA_PRE_ECLAM","Yes",-0.0535304253798013,0.0180382027431548,0.00300120836744574,0.03900418482359,"CPLM"
"cfxA3","OUT_GROUP","D",0.0961402151489589,0.032129823775297,0.00276936440345989,0.03900418482359,"CPLM"
"erm.A.","OUT_GROUP","C",0.106911532647221,0.0359023061081407,0.00290281954723665,0.03900418482359,"CPLM"
"erm.B.","IMC","IMC",0.0464619423127994,0.0156227910463618,0.00293959684913597,0.03900418482359,"CPLM"
"mdt.A.","DIABET_GESTA","Yes",-0.0174177369984794,0.0058803859152541,0.00305642058277339,0.0391865291559788,"CPLM"
"mre.A.","OUT_GROUP","C",0.0418049774230881,0.0142188528516186,0.00328096791302997,0.0416272803965678,"CPLM"
"aph.6..Id","OUT_GROUP","D",0.100358394014613,0.0342532236032191,0.00339075109782618,0.0425766478056937,"CPLM"
"blaSHV.148","CERCLAGE","Yes",0.0226630927096637,0.0078306462146013,0.00380182169702283,0.0472512125201409,"CPLM"
"aac.6...aph.2...","BIL_INC_ATB","Yes",0.0368172907780964,0.0127703886305504,0.00393881947258507,0.0479748211760862,"CPLM"
"mre.A.","CERCLAGE","Yes",0.0748753071704726,0.0259614717574482,0.00392542414315109,0.0479748211760862,"CPLM"
"msr.D.","IMC","IMC",0.0351152919349767,0.0121960607581108,0.003986445906641,0.0480741694484033,"CPLM"
"sul2","PAT_AGE","PAT_AGE",-0.0256331338318597,0.00895959516760111,0.00422346889535706,0.050433187397499,"CPLM"
"msr.C.","DIABET_GESTA","Yes",0.019035582716317,0.00668053530395667,0.00438004244895202,0.0517950650759569,"CPLM"
"ant.6..Ia","HTA_PRE_ECLAM","Yes",0.143806227891711,0.051137189586822,0.00492092137869789,0.0576315599928272,"CPLM"
"aph.3....Ib","PAT_AGE","PAT_AGE",-0.0290254964922697,0.0106251766273141,0.00629958612469096,0.0730071402113991,"CPLM"
"tet.B.","BIL_INC_ATB","Yes",0.0250781274141595,0.00918966620030769,0.00635365916453884,0.0730071402113991,"CPLM"
"cfxA3","HTA_PRE_ECLAM","Yes",0.193871762063162,0.0711582119297539,0.00643956042284151,0.0733026597665511,"CPLM"
"tet.L.","PAT_AGE","PAT_AGE",-0.024385942026784,0.00902241626526394,0.00687545434626879,0.0775398462384758,"CPLM"
"blaADC.25","RCIU","Yes",0.0151458035594494,0.00562150423656526,0.00705447513354669,0.0788289056207327,"CPLM"
"ant.6..Ia","OUT_GROUP","C",0.0581200369816021,0.0217613380414776,0.00756722171538469,0.0808497899064785,"CPLM"
"mdt.A.","IMC","IMC",0.00646351877113329,0.0024132958422448,0.007399796019327,0.0808497899064785,"CPLM"
"mef.A.","IMC","IMC",0.0288632362156663,0.0107971495346808,0.00751253010840674,0.0808497899064785,"CPLM"
"msr.C.","OUT_GROUP","B",-0.019320638203805,0.00721055060396412,0.00737331849086323,0.0808497899064785,"CPLM"
"tet.K.","RCIU","Yes",0.0693869798374649,0.0259430280381758,0.00748205488072598,0.0808497899064785,"CPLM"
"blaCTX.M.27","PAT_AGE","PAT_AGE",-0.00131419579889526,0.00049433253768118,0.00784833441974591,0.083124098463048,"CPLM"
"blaDHA.1","PAT_AGE","PAT_AGE",0.00151207624464296,0.000571948205450897,0.00819981982577513,0.0860981081706388,"CPLM"
"aac.6...Ib.cr","OUT_GROUP","B",0.00847585503406413,0.00322072158122585,0.00849680033106343,0.0884538701131218,"CPLM"
"fosA7","IMC","IMC",0.00627522497297229,0.00239710168272106,0.00884886850962999,0.0913383207180452,"CPLM"
"cfxA2","RCIU","Yes",-0.0273289547235369,0.0105660977984263,0.00969630198080032,0.0976296044414099,"CPLM"
"mecA","OUT_GROUP","D",0.0466122281117958,0.0180221495343663,0.00969883590920411,0.0976296044414099,"CPLM"
"tet.A.","OUT_GROUP","D",0.0619357499323685,0.0239148051642433,0.00960178561415821,0.0976296044414099,"CPLM"
"blaMAL.1","IMC","IMC",0.0107356927532779,0.00417140074010847,0.0100634299232353,0.0991721337232436,"CPLM"
"blaSRT.1","CERCLAGE","Yes",0.00632385987710827,0.00246618629080456,0.0103406083603054,0.0991721337232436,"CPLM"
"cfxA3","BIL_INC_ATB","Yes",0.0659564931196551,0.0256633586482175,0.0101679511759781,0.0991721337232436,"CPLM"
"fosA5","IMC","IMC",0.00981911828734556,0.00381642874726889,0.0100863417008152,0.0991721337232436,"CPLM"
"lnu.B.","IMC","IMC",0.00221028528542533,0.00086112073630646,0.0102655345335937,0.0991721337232436,"CPLM"
"tet.J.","PAT_AGE","PAT_AGE",0.00358368155658003,0.00139594021473122,0.0102518411407578,0.0991721337232436,"CPLM"
"tet.D.","DIABET_GESTA","Yes",-0.017232408153575,0.00674958788549205,0.0106767232773797,0.101595694936317,"CPLM"
"fosA7","PAT_AGE","PAT_AGE",0.00556496128461554,0.00220725634717582,0.0116951353305119,0.110423835911345,"CPLM"
"tet.W.","IMC","IMC",0.0160770406139086,0.00639710323591842,0.0119649929206516,0.112102779825797,"CPLM"
"blaCTX.M.15","CERCLAGE","Yes",0.0419398823079273,0.0168028064402945,0.0125600969798004,0.116780138331274,"CPLM"
"NarB","OUT_GROUP","B",-0.00380908867645301,0.00152816058776368,0.0126812645165187,0.117013486220605,"CPLM"
"aac.6...Ib.cr","BIL_INC_ATB","Yes",0.00609057349291164,0.0024627986827205,0.013397312953196,0.119984758654359,"CPLM"
"aph.6..Id","PAT_AGE","PAT_AGE",-0.0307642312055442,0.0124302821639043,0.0133257700563501,0.119984758654359,"CPLM"
"blaTEM.40","HTA_PRE_ECLAM","Yes",-0.0112236093313194,0.00453352135000263,0.0132977681940153,0.119984758654359,"CPLM"
"cmx","IMC","IMC",0.0109062963548917,0.00440079214492834,0.0132025805899036,0.119984758654359,"CPLM"
"OqxA","IMC","IMC",0.0181912234453725,0.00738024730701336,0.0137069538633839,0.121861097398587,"CPLM"
"dfrG","IMC","IMC",0.0132537087670226,0.00538453296131416,0.0138380258082067,0.121861097398587,"CPLM"
"erm.A.","DIABET_GESTA","Yes",0.0850521476011143,0.0346150859676603,0.0140070226894928,0.121861097398587,"CPLM"
"tet.Q.","OUT_GROUP","C",0.0640096424898374,0.0260479876244507,0.0139956972456548,0.121861097398587,"CPLM"
"qnrD1","CERCLAGE","Yes",-0.00622495745940264,0.0025516076211257,0.0147026472596917,0.127005846541166,"CPLM"
"erm.F.","OUT_GROUP","D",0.0699478851610282,0.0287363724445268,0.0149278926272629,0.128043473380325,"CPLM"
"erm.F.","OUT_GROUP","C",0.0665685854165828,0.0277868624217122,0.0165893143086227,0.141299194600717,"CPLM"
"tet.O.","PAT_AGE","PAT_AGE",-0.0191408017691954,0.00805451316497947,0.0174821659489947,0.147869986985247,"CPLM"
"cfxA3","DIABET_GESTA","Yes",0.0704631112344802,0.0297211718551307,0.0177493791492437,0.149094784853647,"CPLM"
"qnrD1","OUT_GROUP","B",0.00336763391728844,0.00142950730874924,0.0184828450570288,0.154192501914117,"CPLM"
"dfrA7","CERCLAGE","Yes",0.00956779196103473,0.00407981723869249,0.0190193190761222,0.157588643773584,"CPLM"
"blaSHV.99","RCIU","Yes",-0.00932328667726334,0.00398428590453436,0.0192829926675358,0.15869381803418,"CPLM"
"cat.pC221.","OUT_GROUP","C",0.0168936793878885,0.0072447836919319,0.0197090881989462,0.161111875344406,"CPLM"
"mecA","OUT_GROUP","C",0.0410549085083847,0.017702319256123,0.0203851445306221,0.165527373588652,"CPLM"
"cfxA","OUT_GROUP","B",0.0431351774468046,0.0186332361166747,0.0206151765592837,0.166286655955017,"CPLM"
"fosA6","CERCLAGE","Yes",0.0182582539124365,0.0079021756460319,0.0208585496018061,0.167015794139665,"CPLM"
"msr.C.","HTA_PRE_ECLAM","Yes",0.0411136483493639,0.0178108574860802,0.0209798165052289,0.167015794139665,"CPLM"
"aac.3..IId","CERCLAGE","Yes",0.0374880006968656,0.0163241849160144,0.0216490233984037,0.171224094151011,"CPLM"
"erm.X.","OUT_GROUP","D",0.0440600222288327,0.0192224026133255,0.0218988133949587,0.172082288484256,"CPLM"
"aac.6...aph.2...","IMC","IMC",0.0140762055983584,0.00617733117446412,0.0226856650105859,0.176570442306338,"CPLM"
"qnrD1","OUT_GROUP","C",0.00308358531318871,0.00135396932054125,0.0227599010197824,0.176570442306338,"CPLM"
"blaTEM.116","CERCLAGE","Yes",0.0412120859264677,0.018158433293989,0.0232328478317199,0.179098788981233,"CPLM"
"dfrA1","OUT_GROUP","C",0.0203248484523735,0.00897242477481177,0.023496910214323,0.179995199000286,"CPLM"
"OqxB","OUT_GROUP","C",0.0426347037787794,0.01891166737944,0.0241702148755983,0.182852929928439,"CPLM"
"aadA5","OUT_GROUP","C",0.024566071356121,0.010894785989203,0.0241429579030875,0.182852929928439,"CPLM"
"tet.Q.","HTA_PRE_ECLAM","Yes",0.134590969604999,0.060082172789907,0.0250834654198654,0.188590499267877,"CPLM"
"blaZ","DIABET_GESTA","Yes",0.0452215740796508,0.0202521523790267,0.025553771035043,0.190947810556334,"CPLM"
"blaTEM.116","OUT_GROUP","B",0.0233059474467873,0.0104771619699671,0.0261180258086388,0.193974118505623,"CPLM"
"aph.3...III","IMC","IMC",0.0288328503519865,0.0130071740406144,0.0266443996955751,0.194328615743775,"CPLM"
"blaACT.14","OUT_GROUP","B",0.00299545094350454,0.00134860566267334,0.0263410305809644,0.194328615743775,"CPLM"
"tet.A.","PAT_AGE","PAT_AGE",-0.0192706517677685,0.00869229292239614,0.0266243623060471,0.194328615743775,"CPLM"
"aph.3...Ia","IMC","IMC",0.013551362940029,0.00613032825290644,0.0270674009310083,0.19447362573476,"CPLM"
"blaSHV.99","OUT_GROUP","C",0.00569222166023177,0.00257630580612449,0.0271432810959846,0.19447362573476,"CPLM"
"sul2","OUT_GROUP","C",0.053694064135524,0.0243007947140349,0.0271357134920266,0.19447362573476,"CPLM"
"mef.A.","OUT_GROUP","C",0.0601897646515633,0.0272827748757671,0.0273738301270737,0.194978509326174,"CPLM"
"erm.T.","RCIU","Yes",-0.0108816705968824,0.00495745487802957,0.0281627709571866,0.199431715266589,"CPLM"
"dfrA17","OUT_GROUP","C",0.0236249687235698,0.0107951817595163,0.0286351327878493,0.200673347582444,"CPLM"
"lsa.E.","IMC","IMC",0.00182547246403724,0.000834922771484313,0.0287865885629113,0.200673347582444,"CPLM"
"mph.C.","RCIU","Yes",0.0892611896788446,0.0408731559268741,0.0289726460889462,0.200673347582444,"CPLM"
"tet.X.","OUT_GROUP","C",0.0246671341196763,0.0112969297773524,0.0289971339692201,0.200673347582444,"CPLM"
"cfxA2","BIL_INC_ATB","Yes",0.0122355880392727,0.0056141999574817,0.0293019575222956,0.20108278000291,"CPLM"
"msr.C.","RCIU","Yes",-0.022831597128196,0.010492224202646,0.0295515744010845,0.20108278000291,"CPLM"
"msr.D.","BIL_INC_ATB","Yes",0.0556147077404952,0.0255441165813988,0.029465481550022,0.20108278000291,"CPLM"
"aadA1","IMC","IMC",0.00699034702592327,0.00322088294505625,0.0299826042452808,0.201761392103603,"CPLM"
"qnrS1","OUT_GROUP","C",0.0195716596072185,0.00901582274123638,0.0299453578663739,0.201761392103603,"CPLM"
"aph.3....Ib","OUT_GROUP","C",0.0614488602091408,0.0285515144801592,0.0313808039707321,0.21000999580413,"CPLM"
"sul1","BIL_INC_ATB","Yes",0.0293759155608173,0.0137118715518722,0.0321636419871938,0.214072764701651,"CPLM"
"dfrA12","OUT_GROUP","B",0.0220835765531082,0.0103920412767649,0.0335826879959342,0.22230279336439,"CPLM"
"blaOXA.1","RCIU","Yes",-0.0169058171739675,0.00798952313372865,0.0343449542301123,0.226119752715009,"CPLM"
"fosA","BIL_INC_ATB","Yes",0.032457683770325,0.0153833037507379,0.0348644435096879,0.228305872015053,"CPLM"
"catA1","OUT_GROUP","D",0.0178419867669118,0.00846611977637817,0.0350779506482936,0.228475635773378,"CPLM"
"erm.T.","IMC","IMC",0.00266919173283999,0.00128184777986073,0.0373150687383887,0.241754009166795,"CPLM"
"tet.K.","OUT_GROUP","C",0.03606507935474,0.0174132183722202,0.0383464322973643,0.247121452583014,"CPLM"
"catA2","BIL_INC_ATB","Yes",0.0148118297304202,0.00720145476814061,0.0397071042101107,0.253870104235692,"CPLM"
"erm.C.","HTA_PRE_ECLAM","Yes",0.0800938760232717,0.0389616655232111,0.0398105007463195,0.253870104235692,"CPLM"
"sul1","OUT_GROUP","C",0.0339573767245492,0.0165782980351328,0.0405303243986572,0.257114245403982,"CPLM"
"cfxA3","OUT_GROUP","C",0.063279318093446,0.0311404761732153,0.0421475754080138,0.265311869483356,"CPLM"
"erm.X.","OUT_GROUP","B",0.0401378529204041,0.0197629147167596,0.0422582123807644,0.265311869483356,"CPLM"
"aac.6...Ib.cr","OUT_GROUP","D",0.00623012030125721,0.00307951856616405,0.0430646363977284,0.266444029446468,"CPLM"
"blaTEM.1B","CERCLAGE","Yes",0.0834846468094547,0.0413892131627857,0.043688948457063,0.266444029446468,"CPLM"
"cat.pC194.","OUT_GROUP","B",0.0115636850231241,0.00572092444939395,0.0432490730040807,0.266444029446468,"CPLM"
"catA2","PAT_AGE","PAT_AGE",-0.00657887986013603,0.00326257605111376,0.0437510721586975,0.266444029446468,"CPLM"
"msr.A.","OUT_GROUP","C",0.0294230323575265,0.0145219961364387,0.0427544253295686,0.266444029446468,"CPLM"
"tet.S.","OUT_GROUP","C",0.0138279452225041,0.00685081724078123,0.043545735443976,0.266444029446468,"CPLM"
"blaCTX.M.27","BIL_INC_ATB","Yes",0.00217834181584768,0.00108517935977082,0.0447117196292318,0.270939674171166,"CPLM"
"erm.X.","IMC","IMC",0.0149385912165399,0.00746201255723023,0.0452898905505984,0.272765332462547,"CPLM"
"qnrB19","IMC","IMC",0.00102090636419873,0.000510360097830908,0.0454608887437578,0.272765332462547,"CPLM"
"fusB","RCIU","Yes",0.0478087193343193,0.0241268965063408,0.0475293143077567,0.283777964837489,"CPLM"
"msr.D.","OUT_GROUP","C",0.0609911935766533,0.0308553520630513,0.048077679987513,0.283827625728037,"CPLM"
"tet.L.","IMC","IMC",0.018799498006565,0.00950230901752563,0.0478820594404351,0.283827625728037,"CPLM"
"tet.O.","OUT_GROUP","C",0.0423936155503209,0.0214621109836553,0.0482367147173265,0.283827625728037,"CPLM"
"OqxB","BIL_INC_ATB","Yes",0.0309310966756648,0.0157197196705427,0.0491069289234246,0.287558843407361,"CPLM"
"OqxA","OUT_GROUP","C",0.0355979724861743,0.0181584788896557,0.0499484739837599,0.288933902160711,"CPLM"
"OqxA","BIL_INC_ATB","Yes",0.0295253856678376,0.0150487809145771,0.0497649792120402,0.288933902160711,"CPLM"
"aph.3...IIc","OUT_GROUP","C",0.00286694951582875,0.00146311724817544,0.0500565574467134,0.288933902160711,"CPLM"
"tet.B.","RCIU","Yes",0.0329464667782045,0.0168377430703431,0.0503823662523532,0.288933902160711,"CPLM"
"tet.O.","IMC","IMC",0.0169331453826408,0.00866828204952594,0.0507650698377603,0.288933902160711,"CPLM"
"tet.O.32.O.","CERCLAGE","Yes",0.0484259837017677,0.0247854395007943,0.0507239577983804,0.288933902160711,"CPLM"
"aph.3...IIIa","OUT_GROUP","C",-0.0135925029930972,0.00697985666138323,0.0514879972447508,0.289061916087561,"CPLM"
"catA2","CERCLAGE","Yes",0.0317422176836264,0.0162812198433261,0.0512212384047296,0.289061916087561,"CPLM"
"tet.M.","HTA_PRE_ECLAM","Yes",0.116319010043664,0.0597336763510087,0.0514995367742207,0.289061916087561,"CPLM"
"cfxA","HTA_PRE_ECLAM","Yes",0.0820261629636808,0.0422072373367489,0.0519660797779734,0.29034259252097,"CPLM"
"aph.6..Id","BIL_INC_ATB","Yes",0.0535173907709462,0.0275907043028341,0.0524174745985873,0.291309706024784,"CPLM"
"dfrA1","IMC","IMC",0.00717145543552068,0.00370035209928146,0.0526175166875635,0.291309706024784,"CPLM"
"OqxA","CERCLAGE","Yes",0.0642154256721092,0.0332377131927009,0.0533588976748833,0.293836634641243,"CPLM"
"blaSHV.190","OUT_GROUP","B",0.00373540774873997,0.00193503638887381,0.053556430944463,0.293836634641243,"CPLM"
