"","feature","variable","level","estimate","std.error","p.value","q.value","method"
"253","Tn916.orf5","RCIU","Yes",0.0265691919755454,0.168603922476364,0.874785026026948,0.971852104334882,"CPLM"
"254","Tn916.orf6","BIL_INC_ATB","Yes",0.0227229329352229,0.0922910527660613,0.805520070504754,0.971852104334882,"CPLM"
"255","Tn916.orf8","RCIU","Yes",-0.0248094973724043,0.173835789640622,0.886512895091289,0.971852104334882,"CPLM"
"256","Xis.Tn916","BIL_INC_ATB","Yes",0.0220754054187586,0.0953428718507826,0.81689762077577,0.971852104334882,"CPLM"
"257","Xis.Tn916","DIABET_GESTA","Yes",-0.0286316619712622,0.110488557879158,0.795529617666541,0.971852104334882,"CPLM"
"258","rep20","OUT_GROUP","B",-0.0992454079573936,0.705145661507056,0.88807175051291,0.971852104334882,"CPLM"
"259","rep6","OUT_GROUP","C",-0.0810076296255063,0.373960403270866,0.828503816401416,0.971852104334882,"CPLM"
"260","rep7","OUT_GROUP","D",0.280245796945188,1.44347038607569,0.84606059013944,0.971852104334882,"CPLM"
"261","rep7","PAT_AGE","PAT_AGE",-0.0983791579910036,0.468374495178493,0.833633489335898,0.971852104334882,"CPLM"
"262","rep7","IMC","IMC",0.102020936107071,0.498496207180969,0.837839808171371,0.971852104334882,"CPLM"
"263","rep9","DIABET_GESTA","Yes",0.0631024252539832,0.317570889776777,0.84249474031523,0.971852104334882,"CPLM"
"264","tnpA","RCIU","Yes",-0.0324078400510801,0.15753583037487,0.837011772043487,0.971852104334882,"CPLM"
"265","tnpA4","HTA_PRE_ECLAM","Yes",-0.131421746776096,0.82353437760555,0.873209896435939,0.971852104334882,"CPLM"
"266","tnpA","HTA_PRE_ECLAM","Yes",0.0269327867129348,0.216240236809925,0.900879575482391,0.982161943195087,"CPLM"
"267","Col156","OUT_GROUP","B",-0.0758999265562973,0.805096026070312,0.924891203169321,0.982485160875836,"CPLM"
"268","IS91","RCIU","Yes",-0.0372722020001618,0.312655672550775,0.905107668505648,0.982485160875836,"CPLM"
"269","Tn916.orf14","RCIU","Yes",-0.0189311955066708,0.181187824059225,0.916785409906066,0.982485160875836,"CPLM"
"270","Tn916.orf15","RCIU","Yes",-0.0209695310671349,0.184018517080381,0.909274754031457,0.982485160875836,"CPLM"
"271","Tn916.orf17","OUT_GROUP","D",0.0134108774196082,0.132634907178476,0.919462170583021,0.982485160875836,"CPLM"
"272","Tn916.orf20","RCIU","Yes",0.0188422616866563,0.175549555694919,0.914524800000528,0.982485160875836,"CPLM"
"273","rep6","BIL_INC_ATB","Yes",-0.0325620121146801,0.330640528250603,0.921549872714213,0.982485160875836,"CPLM"
"274","Tn916.orf19","DIABET_GESTA","Yes",0.00806331113988431,0.10982080892341,0.941469965697357,0.990008748567113,"CPLM"
"275","rep20","OUT_GROUP","D",0.0521861204393877,0.669358026385045,0.937856343488315,0.990008748567113,"CPLM"
"276","rep9","OUT_GROUP","B",-0.0266767864918399,0.368027229354171,0.942215222774218,0.990008748567113,"CPLM"
"277","IncFII","OUT_GROUP","C",0.0249174181072729,0.754186669507677,0.973643651276736,0.999293901903546,"CPLM"
"278","IncFII","HTA_PRE_ECLAM","Yes",-20.8622142492699,8884.43848770349,0.998126429331514,0.999293901903546,"CPLM"
"279","Tn916.orf14","DIABET_GESTA","Yes",0.00211648456145251,0.112555558292169,0.984997534835395,0.999293901903546,"CPLM"
"280","Tn916.orf17","RCIU","Yes",0.00143395156141349,0.179741590998252,0.993634663691319,0.999293901903546,"CPLM"
"281","Tn916.orf18","OUT_GROUP","B",0.00648747001533677,0.134013176528063,0.961390131227468,0.999293901903546,"CPLM"
"282","Tn916.orf5","OUT_GROUP","D",-0.0041909535207134,0.12569925128742,0.973402564861703,0.999293901903546,"CPLM"
"283","Tn916.orf5","DIABET_GESTA","Yes",0.00123404210195925,0.108948552047243,0.990962687723889,0.999293901903546,"CPLM"
"284","istB","HTA_PRE_ECLAM","Yes",-25.5533098055098,28875.0087450661,0.999293901903546,0.999293901903546,"CPLM"
"285","rep20","IMC","IMC",-0.0106260801142153,0.24282917904175,0.965096121441321,0.999293901903546,"CPLM"
"286","rep20","CERCLAGE","Yes",-30.6094614784538,13204.0277165003,0.998150352651646,0.999293901903546,"CPLM"
"287","rep7","CERCLAGE","Yes",-18.789969513493,7688.06233489619,0.998049936252587,0.999293901903546,"CPLM"
"288","rep7","RCIU","Yes",0.0601269236421589,1.89778155219557,0.974725057718841,0.999293901903546,"CPLM"
"289","rep7","HTA_PRE_ECLAM","Yes",-19.2414534183234,11797.9423860226,0.998698717852521,0.999293901903546,"CPLM"
"290","rep9","IMC","IMC",-0.00267702861293626,0.132841641645232,0.983922095428484,0.999293901903546,"CPLM"
