"feature","variable","level","estimate","std.error","p.value","q.value","method"
"IncFII.29.","CST","V",-0.627595619967936,1.33095791618894,0.637257455664493,0.671839210896518,"CPLM"
"tnpA5","CST","IV",0.132446097532891,0.281301991258926,0.637760410343796,0.671839210896518,"CPLM"
"rep21","CST","III",0.0761255177823692,0.166815828389327,0.648142130990865,0.680179574728056,"CPLM"
"rep21","CST","V",0.123488562540228,0.311837646979355,0.692103007121296,0.723562234717718,"CPLM"
"IncFII","CST","V",0.265154352019763,0.69795817695889,0.704019604163743,0.733243059430917,"CPLM"
"tnpA3","CST","V",-0.340986270258815,1.03145508694177,0.740956007564424,0.768811496570606,"CPLM"
"qacEdelta","CST","V",-0.32679558948177,1.08263774540865,0.762765437039017,0.78847663154595,"CPLM"
"tnpA.IS683","CST","V",-0.287270358670709,1.11310605749229,0.796345203050745,0.820116701649275,"CPLM"
"repUS22","CST","V",0.185465399215662,0.781438701514783,0.812394285906902,0.833534657659126,"CPLM"
"rep8","CST","V",0.0988475106850305,0.993404316390009,0.920738265902256,0.94119911625564,"CPLM"
"rep11","CST","V",0.0604362681333646,0.789463090692073,0.938978645731468,0.956302974988506,"CPLM"
"rep22","CST","V",-0.0279708394308671,0.862710837278342,0.974135491749466,0.98685101167528,"CPLM"
"repUS12","CST","V",-0.0267902180829983,0.895151711378382,0.976124370244027,0.98685101167528,"CPLM"
"Col156","CST","V",-19.3655583388169,9127.24338634329,0.998307104591963,0.998307104591963,"CPLM"
"ISSfl3","CST","V",-0.00177080356499869,0.802586150227879,0.998239571318321,0.998307104591963,"CPLM"
"IncFIB.AP001918.","CST","V",-20.6320321338077,8415.63016313248,0.998043882265776,0.998307104591963,"CPLM"
